timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1714002335631,217,Look at Product,200,,Linear - 50 4-48,text,true,,102921,223,5,5,76,0,0
1714002335707,191,List Products with different page,200,,Linear - 50 4-47,text,true,,104167,235,5,5,73,0,0
1714002335814,94,Logout,200,,Linear - 50 4-46,text,true,,9118,209,5,5,91,0,0
1714002335689,250,List Products,200,,Linear - 50 4-50,text,true,,97994,235,5,5,79,0,0
1714002335842,105,Add Product 2 to Cart,200,,Linear - 50 4-49,text,true,,9792,213,5,5,105,0,0
1714002335908,117,Home,200,,Linear - 50 4-46,text,true,,9118,209,5,5,117,0,39
1714002335898,127,Add Product to Cart,200,,Linear - 50 4-47,text,true,,9792,213,5,5,127,0,0
1714002335947,93,Logout,200,,Linear - 50 4-49,text,true,,9118,209,5,5,93,0,0
1714002335848,206,List Products with different page,200,,Linear - 50 4-48,text,true,,103629,235,5,5,78,0,0
1714002336025,90,Add Product 2 to Cart,200,,Linear - 50 4-47,text,true,,9792,213,5,5,90,0,0
1714002336025,98,Login,200,,Linear - 50 4-46,text,true,,9118,209,5,5,98,0,0
